order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,total_sales,total_items,total_discount,total_profit,num_products
CA-2015-133494,3/1/2015,3/5/2015,RP-19390,Resi Pölking,Consumer,Philadelphia,Pennsylvania,East,3.552,2,0.2,0.444,1
CA-2015-133536,3/28/2015,3/30/2015,JH-15820,John Huston,Consumer,New York City,New York,East,22.92,3,0.0,11.2308,1
CA-2015-133585,3/1/2015,3/4/2015,CM-12715,Craig Molinari,Corporate,Houston,Texas,Central,1283.3264,8,0.52,-29.8932,2
CA-2015-133627,5/31/2015,6/7/2015,SC-20050,Sample Company A,Home Office,Norwich,Connecticut,East,22.2,6,0.0,9.102,1
CA-2015-133837,4/13/2015,4/18/2015,TH-21100,Thea Hendricks,Consumer,Glendale,Arizona,West,10.744,1,0.2,0.8058,1
CA-2015-133977,9/6/2015,9/8/2015,AT-10435,Alyssa Tate,Home Office,Tamarac,Florida,South,3.444,1,0.7,-2.5256,1
CA-2015-134075,12/12/2015,12/16/2015,HA-14905,Helen Abelman,Consumer,San Jose,California,West,526.88,5,0.0,115.3438,2
CA-2015-134082,12/11/2015,12/17/2015,JK-15640,Jim Kriz,Home Office,San Bernardino,California,West,110.528,4,0.2,38.6848,1
CA-2015-134117,12/17/2015,12/19/2015,PG-18895,Paul Gonzalez,Consumer,Los Angeles,California,West,450.194,14,0.4,108.685,4
CA-2015-134201,4/10/2015,4/16/2015,EH-14125,Eugene Hildebrand,Home Office,Rochester,New York,East,156.71,7,0.0,44.3655,2
CA-2015-134257,3/16/2015,3/19/2015,MS-17710,Maurice Satty,Consumer,Auburn,Alabama,South,498.93,7,0.0,244.2543,2
CA-2015-134719,10/10/2015,10/15/2015,JD-15790,John Dryer,Consumer,Jacksonville,Florida,South,1801.632,6,0.2,-337.806,1
CA-2015-134747,10/12/2015,10/17/2015,DL-12925,Daniel Lacy,Consumer,Noblesville,Indiana,Central,412.24,9,0.0,112.2084,3
CA-2015-134782,12/27/2015,12/31/2015,MD-17350,Maribeth Dona,Consumer,Fayetteville,Arkansas,South,105.42,2,0.0,51.6558,1
CA-2015-134859,10/4/2015,10/9/2015,JK-16120,Julie Kriz,Home Office,Philadelphia,Pennsylvania,East,85.68,7,0.4,13.752,2
CA-2015-134894,12/7/2015,12/11/2015,DK-12985,Darren Koutras,Consumer,Henderson,Kentucky,South,436.86,7,0.0,112.2738,2
CA-2015-134922,11/7/2015,11/11/2015,KB-16240,Karen Bern,Corporate,Philadelphia,Pennsylvania,East,24.4,2,0.2,7.93,1
CA-2015-134943,12/5/2015,12/6/2015,SU-20665,Stephanie Ulpright,Home Office,Ann Arbor,Michigan,Central,152.8,5,0.0,76.4,1
CA-2015-134992,9/22/2015,9/26/2015,MG-17875,Michael Grace,Home Office,Arlington,Virginia,South,80.38,7,0.0,26.5874,2
CA-2015-135020,5/28/2015,6/2/2015,MS-17770,Maxwell Schwartz,Consumer,Rochester,New York,East,632.856,13,0.2,197.7903,4
CA-2015-135174,4/30/2015,5/2/2015,BP-11230,Benjamin Patterson,Consumer,Troy,Ohio,East,1022.97,5,0.4,-255.7425,1
CA-2015-135251,8/6/2015,8/10/2015,RP-19270,Rachel Payne,Corporate,Houston,Texas,Central,467.6532,13,1.52,-91.2163,4
CA-2015-135272,12/7/2015,12/12/2015,MS-17830,Melanie Seite,Consumer,Los Angeles,California,West,79.92,4,0.0,28.7712,1
CA-2015-135314,7/9/2015,7/14/2015,MC-17575,Matt Collins,Consumer,Philadelphia,Pennsylvania,East,269.982,3,0.4,40.4973,1
CA-2015-135363,3/28/2015,4/2/2015,CK-12205,Chloris Kastensmidt,Consumer,Philadelphia,Pennsylvania,East,20.784,4,0.4,7.1436,2
CA-2015-135391,2/9/2015,2/11/2015,FA-14230,Frank Atkinson,Corporate,San Antonio,Texas,Central,80.88,6,0.8,-17.0556,2
CA-2015-135489,9/19/2015,9/22/2015,GW-14605,Giulietta Weimer,Consumer,New York City,New York,East,279.86,14,0.0,134.3328,1
CA-2015-135510,9/5/2015,9/12/2015,TW-21025,Tamara Willingham,Home Office,Charlottesville,Virginia,South,67.96,4,0.0,12.2328,1
CA-2015-135538,12/24/2015,12/28/2015,HR-14830,Harold Ryan,Corporate,Gilbert,Arizona,West,883.84,4,0.2,99.432,1
CA-2015-135545,11/24/2015,11/30/2015,KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,266.294,15,0.2,106.8083,4
CA-2015-135580,12/30/2015,1/3/2016,CL-12565,Clay Ludtke,Consumer,Los Angeles,California,West,3251.34,18,0.4,490.6038,5
CA-2015-135622,12/8/2015,12/11/2015,TT-21460,Tonja Turnell,Home Office,Fort Worth,Texas,Central,2079.112,17,0.4,281.1181,2
CA-2015-135685,11/16/2015,11/18/2015,MP-18175,Mike Pelletier,Home Office,Milwaukee,Wisconsin,Central,2233.02,25,0.0,538.0962,5
CA-2015-135727,5/11/2015,5/16/2015,PS-18970,Paul Stevenson,Home Office,Phoenix,Arizona,West,191.968,7,0.2,16.7972,1
CA-2015-135853,12/11/2015,12/14/2015,CA-12775,Cynthia Arntzen,Consumer,Detroit,Michigan,Central,324.22,14,0.0,103.178,3
CA-2015-136105,6/12/2015,6/16/2015,SZ-20035,Sam Zeldin,Home Office,Columbus,Indiana,Central,24.56,2,0.0,6.8768,1
CA-2015-136147,11/13/2015,11/18/2015,FM-14380,Fred McMath,Consumer,Miami,Florida,South,233.064,11,0.9,-102.3195,2
CA-2015-136196,11/28/2015,12/4/2015,TP-21415,Tom Prescott,Consumer,Freeport,New York,East,322.59,3,0.0,64.518,1
CA-2015-136224,5/31/2015,5/31/2015,ML-18265,Muhammed Lee,Consumer,Fayetteville,North Carolina,South,10.272,3,0.2,1.1556,1
CA-2015-136378,4/2/2015,4/7/2015,CS-11845,Cari Sayre,Corporate,Houston,Texas,Central,9.156,3,0.8,-13.734,1
CA-2015-136420,11/20/2015,11/21/2015,CS-12250,Chris Selesnick,Corporate,San Diego,California,West,139.816,8,0.2,57.1924,2
CA-2015-136469,7/11/2015,7/12/2015,TS-21370,Todd Sumrall,Corporate,Wilmington,Delaware,East,1136.896,13,0.3,260.1058,3
CA-2015-136658,9/10/2015,9/17/2015,BO-11425,Bobby Odegard,Consumer,New York City,New York,East,6.08,2,0.0,2.0672,1
CA-2015-136700,12/6/2015,12/11/2015,DB-13120,David Bremer,Corporate,Santa Barbara,California,West,8.96,2,0.0,4.3904,1
CA-2015-136728,9/13/2015,9/17/2015,AG-10900,Arthur Gainer,Consumer,Chicago,Illinois,Central,177.896,5,0.5,-9.214,2
CA-2015-136735,7/26/2015,8/2/2015,HA-14920,Helen Andreada,Consumer,San Francisco,California,West,167.86,2,0.0,78.8942,1
CA-2015-136798,5/8/2015,5/12/2015,DL-12925,Daniel Lacy,Consumer,Minneapolis,Minnesota,Central,545.91,8,0.0,138.978,3
CA-2015-136805,5/23/2015,5/27/2015,NM-18445,Nathan Mautz,Home Office,Detroit,Michigan,Central,925.83,14,0.1,265.2858,2
CA-2015-137064,2/6/2015,2/13/2015,TS-21655,Trudy Schmidt,Consumer,Houston,Texas,Central,692.214,8,1.2,-126.3534,3
CA-2015-137071,12/20/2015,12/21/2015,ED-13885,Emily Ducich,Home Office,Houston,Texas,Central,100.8,2,0.2,21.42,1
CA-2015-137106,3/31/2015,4/4/2015,SC-20260,Scott Cohen,Corporate,Jacksonville,Florida,South,79.96,5,0.2,27.986,1
CA-2015-137113,12/1/2015,12/5/2015,TW-21025,Tamara Willingham,Home Office,Seattle,Washington,West,4210.65,27,0.2,598.0776,5
CA-2015-137225,12/15/2015,12/19/2015,JK-15640,Jim Kriz,Home Office,New York City,New York,East,3.28,1,0.0,1.4104,1
CA-2015-137281,6/13/2015,6/17/2015,BF-10975,Barbara Fisher,Corporate,Roswell,Georgia,South,6.48,1,0.0,3.1104,1
CA-2015-137302,4/26/2015,5/1/2015,BW-11110,Bart Watters,Corporate,San Diego,California,West,485.784,12,0.6,78.489,4
CA-2015-137512,5/7/2015,5/12/2015,AG-10675,Anna Gayman,Consumer,Allen,Texas,Central,259.942,6,0.5,-25.9938,2
CA-2015-137526,1/13/2015,1/17/2015,PB-19150,Philip Brown,Consumer,Los Angeles,California,West,612.458,16,0.2,155.4968,3
CA-2015-137603,9/19/2015,9/24/2015,MH-17290,Marc Harrigan,Home Office,Santa Fe,New Mexico,West,8.4,5,0.0,2.184,1
CA-2015-137708,11/22/2015,11/25/2015,NG-18430,Nathan Gelder,Consumer,Los Angeles,California,West,114.37,15,0.0,47.5602,3
CA-2015-137750,6/25/2015,6/30/2015,JF-15565,Jill Fjeld,Consumer,San Francisco,California,West,204.85,5,0.0,57.358,1
CA-2015-137897,11/14/2015,11/19/2015,PJ-18835,Patrick Jones,Corporate,New York City,New York,East,134.5,9,0.0,42.866,3
CA-2015-137925,11/30/2015,12/4/2015,JL-15235,Janet Lee,Consumer,New York City,New York,East,705.068,19,0.2,53.4716,2
CA-2015-137946,9/1/2015,9/4/2015,DB-13615,Doug Bickford,Consumer,Los Angeles,California,West,979.104,7,0.6,342.0882,3
CA-2015-137974,4/16/2015,4/18/2015,LL-16840,Lauren Leatherbury,Consumer,Waynesboro,Virginia,South,2298.9,19,0.0,397.9448,4
CA-2015-138002,9/6/2015,9/12/2015,BT-11305,Beth Thompson,Home Office,Seattle,Washington,West,197.916,5,0.2,76.9434,2
CA-2015-138009,11/29/2015,12/3/2015,SF-20965,Sylvia Foulston,Corporate,Dearborn,Michigan,Central,1542.47,20,0.1,444.2672,4
CA-2015-138219,3/23/2015,3/30/2015,BP-11095,Bart Pistole,Corporate,Los Angeles,California,West,33.36,4,0.0,16.68,1
CA-2015-138331,8/7/2015,8/12/2015,JK-15625,Jim Karlsson,Consumer,Philadelphia,Pennsylvania,East,106.8,10,0.2,10.68,1
CA-2015-138457,9/13/2015,9/17/2015,AM-10705,Anne McFarland,Consumer,Jacksonville,North Carolina,South,13.092,4,0.7,-10.0372,1
CA-2015-138485,2/27/2015,3/1/2015,NP-18670,Nora Paige,Consumer,Seattle,Washington,West,538.92,9,0.0,80.838,1
CA-2015-138492,5/15/2015,5/22/2015,FC-14335,Fred Chung,Corporate,Philadelphia,Pennsylvania,East,51.968,2,0.2,-10.3936,1
CA-2015-138534,7/17/2015,7/19/2015,JM-15535,Jessica Myrick,Consumer,Bakersfield,California,West,195.466,2,0.15,-13.7976,1
CA-2015-138625,11/2/2015,11/5/2015,EG-13900,Emily Grady,Consumer,Chesapeake,Virginia,South,197.72,4,0.0,55.3616,1
CA-2015-138674,11/14/2015,11/17/2015,KB-16585,Ken Black,Corporate,Springfield,Oregon,West,259.864,12,0.6,36.8418,3
CA-2015-138898,5/25/2015,5/29/2015,JH-16180,Justin Hirsh,Consumer,Pueblo,Colorado,West,845.728,13,0.2,84.5728,1
CA-2015-138954,11/15/2015,11/17/2015,MH-17785,Maya Herman,Corporate,New York City,New York,East,224.934,15,0.2,68.0811,3
CA-2015-139094,11/22/2015,11/27/2015,MO-17800,Meg O'Connel,Home Office,San Antonio,Texas,Central,206.962,2,0.3,-32.5226,1
CA-2015-139164,6/23/2015,6/28/2015,CS-12355,Christine Sundaresam,Consumer,Long Beach,California,West,366.99,8,0.4,29.829,3
CA-2015-139248,7/25/2015,7/30/2015,RD-19930,Russell D'Ascenzo,Consumer,Los Angeles,California,West,623.96,5,0.2,38.9975,1
CA-2015-139290,10/26/2015,10/30/2015,MY-17380,Maribeth Yedwab,Corporate,Rancho Cucamonga,California,West,5.76,2,0.0,2.6496,1
CA-2015-139374,9/10/2015,9/14/2015,AR-10345,Alex Russell,Corporate,Austin,Texas,Central,179.886,1,0.3,-2.5698,1
CA-2015-139584,8/24/2015,8/28/2015,EM-13810,Eleni McCrary,Corporate,New York City,New York,East,310.364,4,0.4,-64.1304,2
CA-2015-139731,10/15/2015,10/15/2015,JE-15745,Joel Eaton,Consumer,Amarillo,Texas,Central,2717.31,8,0.5,-307.6095,2
CA-2015-139738,9/25/2015,9/29/2015,DK-12895,Dana Kaydos,Consumer,Rockford,Illinois,Central,128.744,7,0.2,12.8744,1
CA-2015-139780,12/31/2015,1/2/2016,AH-10690,Anna Häberlin,Corporate,Detroit,Michigan,Central,116.4,8,0.0,52.38,1
CA-2015-139850,6/12/2015,6/17/2015,GB-14575,Giulietta Baptist,Consumer,Philadelphia,Pennsylvania,East,64.032,6,0.4,11.5872,2
CA-2015-139962,12/13/2015,12/20/2015,Dp-13240,Dean percer,Home Office,Revere,Massachusetts,East,57.32,5,0.0,28.2712,2
CA-2015-140025,4/7/2015,4/11/2015,PF-19120,Peter Fuller,Consumer,San Antonio,Texas,Central,847.2,14,1.0,-1133.2884,2
CA-2015-140144,6/20/2015,6/25/2015,SC-20770,Stewart Carmichael,Corporate,San Francisco,California,West,383.616,9,0.2,147.7206,2
CA-2015-140221,3/5/2015,3/9/2015,MS-17365,Maribeth Schnelling,Consumer,Chicago,Illinois,Central,257.32,11,2.4,-483.2092,4
CA-2015-140375,10/2/2015,10/5/2015,SG-20470,Sheri Gordon,Consumer,Rockville,Maryland,East,26.82,4,0.0,12.9474,2
CA-2015-140410,11/3/2015,11/7/2015,CM-12655,Corinna Mitchell,Home Office,Los Angeles,California,West,1345.418,13,0.2,160.5256,3
CA-2015-140557,9/7/2015,9/11/2015,TN-21040,Tanja Norvell,Home Office,New York City,New York,East,559.93,7,0.0,167.979,1
CA-2015-140718,7/2/2015,7/4/2015,FA-14230,Frank Atkinson,Corporate,Raleigh,North Carolina,South,246.364,15,1.3,55.2796,4
CA-2015-140830,11/30/2015,12/2/2015,PS-18970,Paul Stevenson,Home Office,Henderson,Kentucky,South,89.36,4,0.0,40.5616,2
CA-2015-140921,2/3/2015,2/5/2015,AA-10375,Allen Armold,Consumer,Omaha,Nebraska,Central,178.37,5,0.0,62.0658,2
CA-2015-140984,9/14/2015,9/18/2015,CC-12685,Craig Carroll,Consumer,New York City,New York,East,1884.144,17,0.4,592.242,3
CA-2015-141012,6/9/2015,6/11/2015,TG-21640,Trudy Glocke,Consumer,Pocatello,Idaho,West,495.736,7,0.2,101.1671,2
CA-2015-141040,10/9/2015,10/13/2015,TB-21250,Tim Brockman,Consumer,New York City,New York,East,655.88,8,0.0,314.1048,2
CA-2015-141145,9/17/2015,9/23/2015,DB-13405,Denny Blanton,Consumer,Orlando,Florida,South,87.168,3,0.2,10.896,1
CA-2015-141243,1/3/2015,1/8/2015,AH-10465,Amy Hunt,Consumer,Dallas,Texas,Central,1757.8536,17,0.72,-352.0866,3
CA-2015-141250,1/19/2015,1/23/2015,PM-18940,Paul MacIntyre,Consumer,Texas City,Texas,Central,301.742,5,0.6,-21.7122,2
CA-2015-141327,11/30/2015,12/3/2015,LR-16915,Lena Radford,Consumer,Durham,North Carolina,South,440.144,12,1.1,30.7824,3
CA-2015-141565,9/20/2015,9/24/2015,BG-11035,Barry Gonzalez,Consumer,Nashville,Tennessee,South,1664.132,10,0.9,-972.0496,2
CA-2015-141593,12/14/2015,12/16/2015,DB-12970,Darren Budd,Corporate,Los Angeles,California,West,369.56,8,0.6,45.6519,4
CA-2015-141740,11/1/2015,11/5/2015,JF-15490,Jeremy Farry,Consumer,New York City,New York,East,205.164,2,0.1,13.6776,1
CA-2015-141754,12/20/2015,12/25/2015,EM-14200,Evan Minnotte,Home Office,Miami,Florida,South,11.696,2,0.2,3.9474,1
CA-2015-141768,5/25/2015,5/27/2015,NP-18685,Nora Pelletier,Home Office,San Francisco,California,West,14.73,3,0.0,4.8609,1
CA-2015-141810,11/2/2015,11/7/2015,BB-10990,Barry Blumstein,Corporate,San Antonio,Texas,Central,374.076,9,1.0,-8.21599999999999,2
CA-2015-141936,8/7/2015,8/12/2015,PN-18775,Parhena Norris,Home Office,Bakersfield,California,West,19.152,3,0.2,6.4638,1
CA-2015-142027,4/9/2015,4/14/2015,JK-15370,Jay Kimmel,Consumer,Long Beach,California,West,369.912,3,0.2,-13.8717,1
CA-2015-142041,6/7/2015,6/9/2015,EM-13810,Eleni McCrary,Corporate,Los Angeles,California,West,7.52,5,0.2,2.632,1
CA-2015-142055,5/8/2015,5/10/2015,AB-10255,Alejandro Ballentine,Home Office,New York City,New York,East,37.94,2,0.0,18.2112,1
CA-2015-142139,8/31/2015,9/5/2015,SD-20485,Shirley Daniels,Home Office,Bedford,Texas,Central,20.96,4,0.2,6.812,1
CA-2015-142202,9/18/2015,9/23/2015,JR-16210,Justin Ritter,Corporate,Jacksonville,Florida,South,717.12,9,0.2,152.388,1
CA-2015-142237,7/11/2015,7/13/2015,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,East,676.734,33,2.3,-39.3858,6
CA-2015-142377,12/4/2015,12/9/2015,MS-17980,Michael Stewart,Corporate,Springfield,Missouri,Central,85.96,7,0.0,40.4012,1
CA-2015-142419,7/11/2015,7/13/2015,SC-20380,Shahid Collister,Consumer,Seattle,Washington,West,128.322,6,0.2,47.9097,2
CA-2015-142433,4/20/2015,4/25/2015,ES-14020,Erica Smith,Consumer,Houston,Texas,Central,117.456,3,0.2,44.046,1
CA-2015-142454,8/15/2015,8/19/2015,RE-19450,Richard Eichhorn,Consumer,Oakland,California,West,174.49,10,0.0,47.1123,2
CA-2015-142475,12/3/2015,12/7/2015,BS-11380,Bill Stewart,Corporate,New York City,New York,East,590.352,6,0.2,206.6232,1
CA-2015-142601,4/18/2015,4/20/2015,DE-13255,Deanra Eno,Home Office,Los Angeles,California,West,1009.13,9,0.0,37.3537,2
CA-2015-142692,10/23/2015,10/28/2015,AG-10495,Andrew Gjertsen,Corporate,Seattle,Washington,West,3.592,1,0.2,1.1225,1
CA-2015-142734,4/16/2015,4/21/2015,DM-13345,Denise Monton,Corporate,New York City,New York,East,127.764,2,0.1,2.8392,1
CA-2015-142755,9/4/2015,9/8/2015,CS-12355,Christine Sundaresam,Consumer,Roswell,Georgia,South,919.49,14,0.0,258.2784,4
CA-2015-142930,11/28/2015,12/2/2015,EB-14170,Evan Bailliet,Consumer,Austin,Texas,Central,335.52,4,0.2,117.432,1
CA-2015-142937,12/5/2015,12/6/2015,SF-20065,Sandra Flanagan,Consumer,Dallas,Texas,Central,45.04,2,0.2,4.504,1
CA-2015-142944,3/6/2015,3/11/2015,JL-15850,John Lucas,Consumer,San Francisco,California,West,1555.244,9,0.2,473.7518,2
CA-2015-142993,10/12/2015,10/17/2015,KA-16525,Kelly Andreada,Consumer,Seattle,Washington,West,99.86,4,0.0,3.401,2
CA-2015-143077,9/17/2015,9/21/2015,SF-20965,Sylvia Foulston,Corporate,Houston,Texas,Central,28.524,5,1.4,-20.631,2
CA-2015-143105,12/10/2015,12/10/2015,MA-17560,Matt Abelman,Home Office,New York City,New York,East,1033.234,16,0.2,357.3631,4
CA-2015-143119,9/24/2015,9/30/2015,MC-17275,Marc Crier,Consumer,Lafayette,Louisiana,South,517.5,6,0.0,155.25,1
CA-2015-143147,5/26/2015,5/28/2015,PS-18760,Pamela Stobb,Consumer,San Antonio,Texas,Central,610.156,8,1.0,-113.0912,3
CA-2015-143238,9/6/2015,9/8/2015,LO-17170,Lori Olson,Corporate,La Quinta,California,West,46.32,4,0.0,18.0648,1
CA-2015-143364,7/14/2015,7/19/2015,TG-21310,Toby Gnade,Consumer,Mesa,Arizona,West,860.916,15,1.3,-200.0,4
CA-2015-143490,12/6/2015,12/13/2015,NP-18325,Naresj Patel,Consumer,San Diego,California,West,339.334,11,0.2,52.8206,2
CA-2015-143532,3/19/2015,3/24/2015,DC-12850,Dan Campbell,Consumer,North Miami,Florida,South,14.496,3,0.2,4.8924,1
CA-2015-143602,4/25/2015,4/28/2015,JS-15595,Jill Stevenson,Corporate,Los Angeles,California,West,13.944,3,0.2,4.5318,1
CA-2015-143616,9/27/2015,9/29/2015,SS-20140,Saphhira Shifley,Corporate,Seattle,Washington,West,99.2,5,0.0,25.792,1
CA-2015-143700,7/26/2015,7/26/2015,AS-10240,Alan Shonely,Consumer,Philadelphia,Pennsylvania,East,10.368,2,0.2,3.6288,1
CA-2015-143882,6/26/2015,6/30/2015,DB-13360,Dennis Bolton,Home Office,Lakewood,Ohio,East,43.056,9,0.2,15.6078,1
CA-2015-143980,12/25/2015,12/29/2015,JK-15640,Jim Kriz,Home Office,New York City,New York,East,414.96,2,0.0,124.488,1
CA-2015-144043,5/10/2015,5/15/2015,AB-10165,Alan Barnes,Consumer,Louisville,Colorado,West,46.688,4,0.2,-2.918,1
CA-2015-144099,11/29/2015,11/30/2015,PO-19195,Phillina Ober,Home Office,San Francisco,California,West,4.304,1,0.2,1.5602,1
CA-2015-144190,6/9/2015,6/13/2015,NC-18415,Nathan Cano,Consumer,Royal Oak,Michigan,Central,12.96,2,0.0,6.2208,1
CA-2015-144253,5/4/2015,5/9/2015,AS-10225,Alan Schoenberger,Corporate,New York City,New York,East,26.8,2,0.0,12.864,1
CA-2015-144267,8/21/2015,8/23/2015,NZ-18565,Nick Zandusky,Home Office,San Francisco,California,West,632.148,11,0.2,82.6192,4
CA-2015-144274,11/23/2015,11/25/2015,PW-19240,Pierre Wener,Consumer,Wilmington,Delaware,East,420.64,20,0.0,142.1284,5
CA-2015-144288,12/25/2015,12/31/2015,MB-17305,Maria Bertelson,Consumer,Nashville,Tennessee,South,19.584,6,0.4,6.9696,2
CA-2015-144302,6/19/2015,6/23/2015,ME-17320,Maria Etezadi,Home Office,Dallas,Texas,Central,5.792,2,0.8,-9.5568,1
CA-2015-144386,11/5/2015,11/11/2015,GT-14635,Grant Thornton,Corporate,New York City,New York,East,25.344,6,0.2,8.8704,1
CA-2015-144519,11/13/2015,11/17/2015,AW-10930,Arthur Wiediger,Home Office,Helena,Montana,West,403.94,12,0.2,64.2482,2
CA-2015-144652,11/20/2015,11/26/2015,SN-20560,Skye Norling,Home Office,Los Angeles,California,West,19.46,7,0.0,5.0596,1
CA-2015-144722,3/16/2015,3/23/2015,MF-18250,Monica Federle,Corporate,Los Angeles,California,West,43.13,1,0.0,18.1146,1
CA-2015-144806,12/6/2015,12/11/2015,GH-14425,Gary Hwang,Consumer,Tucson,Arizona,West,757.712,31,1.0,68.6566,5
CA-2015-144890,12/25/2015,12/29/2015,SM-20320,Sean Miller,Home Office,Los Angeles,California,West,9.96,2,0.0,4.8804,1
CA-2015-145065,12/12/2015,12/15/2015,DK-13375,Dennis Kane,Consumer,San Diego,California,West,32.308,4,0.2,12.478,2
CA-2015-145184,11/27/2015,11/29/2015,JD-16150,Justin Deggeller,Corporate,Newark,Delaware,East,188.94,6,0.0,30.8595,2
CA-2015-145324,11/15/2015,11/19/2015,DH-13675,Duane Huffman,Home Office,Harrisonburg,Virginia,South,39.96,2,0.0,14.3856,1
CA-2015-145352,3/16/2015,3/22/2015,CM-12385,Christopher Martinez,Consumer,Atlanta,Georgia,South,6412.77,12,0.0,3192.0682,4
CA-2015-145394,11/16/2015,11/20/2015,MC-17605,Matt Connell,Corporate,Chicago,Illinois,Central,295.968,7,1.0,13.0821,3
CA-2015-145401,1/30/2015,2/4/2015,JP-15520,Jeremy Pistek,Consumer,Houston,Texas,Central,14.304,6,0.2,5.0064,1
CA-2015-145415,4/12/2015,4/17/2015,RD-19660,Robert Dilbeck,Home Office,Seattle,Washington,West,40.74,3,0.0,0.4074,1
CA-2015-145457,3/24/2015,3/27/2015,CP-12085,Cathy Prescott,Corporate,Covington,Washington,West,46.9,5,0.0,13.132,1
CA-2015-145485,11/5/2015,11/5/2015,JM-16195,Justin MacKendrick,Consumer,San Francisco,California,West,62.8,4,0.0,15.7,1
CA-2015-145758,10/30/2015,10/30/2015,BF-11020,Barry Französisch,Corporate,New York City,New York,East,1035.8,4,0.0,269.308,1
CA-2015-145814,11/19/2015,11/24/2015,KD-16345,Katherine Ducich,Consumer,New York City,New York,East,867.744,6,0.2,252.1544,2
CA-2015-145821,5/1/2015,5/7/2015,JB-15400,Jennifer Braxton,Corporate,Los Angeles,California,West,88.752,3,0.2,11.094,1
CA-2015-145828,10/5/2015,10/7/2015,MB-17305,Maria Bertelson,Consumer,Cincinnati,Ohio,East,53.04,3,0.2,-4.641,1
CA-2015-145835,5/13/2015,5/18/2015,BF-11170,Ben Ferrer,Home Office,Chicago,Illinois,Central,238.384,6,0.4,22.2788,2
CA-2015-145849,9/15/2015,9/17/2015,CT-11995,Carol Triggs,Consumer,Indianapolis,Indiana,Central,215.18,10,0.0,19.7204,2
CA-2015-146038,2/9/2015,2/16/2015,SJ-20215,Sarah Jordon,Consumer,Los Angeles,California,West,203.92,5,0.2,22.941,1
CA-2015-146087,7/6/2015,7/11/2015,PP-18955,Paul Prost,Home Office,Holyoke,Massachusetts,East,301.96,2,0.0,60.392,1
CA-2015-146255,3/7/2015,3/10/2015,EM-14140,Eugene Moren,Home Office,Newark,Delaware,East,807.54,10,0.0,271.4153,4
CA-2015-146262,1/2/2015,1/9/2015,VW-21775,Victoria Wilson,Corporate,Medina,Ohio,East,1816.696,21,2.0,-1196.0596,5
CA-2015-146290,5/4/2015,5/11/2015,SV-20815,Stuart Van,Corporate,Indianapolis,Indiana,Central,125.93,7,0.0,35.2604,1
CA-2015-146465,11/20/2015,11/24/2015,PB-18805,Patrick Bzostek,Home Office,San Francisco,California,West,24.192,9,0.2,7.56,1
CA-2015-146486,11/9/2015,11/14/2015,DV-13465,Dianna Vittorini,Consumer,Oceanside,New York,East,1170.72,18,0.0,70.6522,4
CA-2015-146563,8/24/2015,8/28/2015,CB-12025,Cassandra Brandow,Consumer,Arlington,Texas,Central,2645.021,29,1.5,-133.1877,4
CA-2015-146675,4/16/2015,4/20/2015,SB-20185,Sarah Brown,Consumer,Evanston,Illinois,Central,1483.528,7,0.4,481.0887,2
CA-2015-146696,12/14/2015,12/19/2015,RD-19480,Rick Duston,Consumer,San Diego,California,West,8.096,2,0.2,2.7324,1
CA-2015-146829,3/10/2015,3/10/2015,TS-21340,Toby Swindell,Consumer,Houston,Texas,Central,1.112,2,0.8,-1.8904,1
CA-2015-146948,7/16/2015,7/20/2015,MG-17890,Michael Granlund,Home Office,Baltimore,Maryland,East,299.75,14,0.0,112.3336,3
CA-2015-147011,6/18/2015,6/22/2015,HR-14830,Harold Ryan,Corporate,Miami,Florida,South,13.632,4,0.2,3.5784,1
CA-2015-147102,9/19/2015,9/26/2015,NH-18610,Nicole Hansen,Corporate,Columbus,Georgia,South,66.36,4,0.0,23.226,1
CA-2015-147501,8/2/2015,8/6/2015,Co-12640,Corey-Lock,Consumer,Seattle,Washington,West,564.768,4,0.4,44.0292,2
CA-2015-147529,2/7/2015,2/11/2015,DK-12835,Damala Kotsonis,Corporate,Springfield,Virginia,South,324.11,7,0.0,152.5909,2
CA-2015-147690,11/10/2015,11/14/2015,SC-20020,Sam Craven,Consumer,Philadelphia,Pennsylvania,East,577.584,6,0.2,43.3188,1
CA-2015-147788,5/31/2015,6/4/2015,TM-21010,Tamara Manning,Consumer,Orem,Utah,West,1745.71,14,0.0,209.635,3
CA-2015-147816,9/24/2015,9/26/2015,CM-11935,Carlos Meador,Consumer,Tucson,Arizona,West,35.12,2,0.2,13.17,1
CA-2015-147830,12/15/2015,12/18/2015,NF-18385,Natalie Fritzler,Consumer,Newark,Ohio,East,4190.206,17,1.5,-1980.3794,4
CA-2015-147851,12/3/2015,12/8/2015,MP-17470,Mark Packer,Home Office,New York City,New York,East,10.752,4,0.2,3.36,1
CA-2015-147879,5/7/2015,5/12/2015,CC-12220,Chris Cortes,Consumer,Owensboro,Kentucky,South,45.68,2,0.0,21.0128,1
CA-2015-148180,7/26/2015,7/31/2015,BP-11095,Bart Pistole,Corporate,Oxnard,California,West,131.48,14,0.4,37.2649,3
CA-2015-148250,12/13/2015,12/17/2015,RP-19270,Rachel Payne,Corporate,Riverside,California,West,147.44,6,0.0,41.1856,2
